red,green
12839.0,0.0
12851.0,0.0
12845.0,0.0
12832.0,0.0
12840.0,0.0
12838.0,0.0
12830.0,0.0
12966.0,0.0
12919.0,0.0
12895.0,0.0
12749.0,0.0
12897.0,0.0
12903.0,0.0
12970.0,0.0
13090.0,0.0
13140.0,0.0
13165.0,0.0
13100.0,0.0
13012.0,0.0
12953.0,0.0
12899.0,0.0
12873.0,0.0
12863.0,0.0
12845.0,0.0
12820.0,0.0
12822.0,0.0
12812.0,0.0
12794.0,0.0
12800.0,0.0
12794.0,0.0
12783.0,0.0
12799.0,0.0
12789.0,0.0
12806.0,0.0
12810.0,0.0
12811.0,0.0
12804.0,0.0
12794.0,0.0
12803.0,0.0
12797.0,0.0
12815.0,0.0
12786.0,0.0
12834.0,0.0
12887.0,0.0
12831.0,0.0
12815.0,0.0
12788.0,0.0
12795.0,0.0
12720.0,0.0
12853.0,0.0
12836.0,0.0
12841.0,0.0
12878.0,0.0
12882.0,0.0
12868.0,0.0
12882.0,0.0
12896.0,0.0
12900.0,0.0
12944.0,0.0
12982.0,0.0
13045.0,0.0
13111.0,0.0
13171.0,0.0
13173.0,0.0
13112.0,0.0
13006.0,0.0
12872.0,0.0
12880.0,0.0
12855.0,0.0
12793.0,0.0
12804.0,0.0
12809.0,0.0
12817.0,0.0
12831.0,0.0
12772.0,0.0
12813.0,0.0
12883.0,0.0
12877.0,0.0
12925.0,0.0
12878.0,0.0
12890.0,0.0
12896.0,0.0
12907.0,0.0
12904.0,0.0
12955.0,0.0
13017.0,0.0
13121.0,0.0
13170.0,0.0
13155.0,0.0
13118.0,0.0
13009.0,0.0
12931.0,0.0
12866.0,0.0
12847.0,0.0
12839.0,0.0
12844.0,0.0
12828.0,0.0
12842.0,0.0
12856.0,0.0
12858.0,0.0
12874.0,0.0
12859.0,0.0
12858.0,0.0
12847.0,0.0
12874.0,0.0
12856.0,0.0
12870.0,0.0
12891.0,0.0
12920.0,0.0
12964.0,0.0
13011.0,0.0
13098.0,0.0
13188.0,0.0
13182.0,0.0
13101.0,0.0
13023.0,0.0
12958.0,0.0
12920.0,0.0
12873.0,0.0
12877.0,0.0
12841.0,0.0
12863.0,0.0
12850.0,0.0
12851.0,0.0
12867.0,0.0
12829.0,0.0
12858.0,0.0
12877.0,0.0
12887.0,0.0
12870.0,0.0
12913.0,0.0
12992.0,0.0
13051.0,0.0
13171.0,0.0
13205.0,0.0
13127.0,0.0
13006.0,0.0
12981.0,0.0
12915.0,0.0
12885.0,0.0
12883.0,0.0
12861.0,0.0
12833.0,0.0
12858.0,0.0
12854.0,0.0
12848.0,0.0
12852.0,0.0
12834.0,0.0
12845.0,0.0
12858.0,0.0
12839.0,0.0
12871.0,0.0
12864.0,0.0
12916.0,0.0
12942.0,0.0
13005.0,0.0
13074.0,0.0
13184.0,0.0
13205.0,0.0
13108.0,0.0
13004.0,0.0
12926.0,0.0
12882.0,0.0
12880.0,0.0
12873.0,0.0
12857.0,0.0
12857.0,0.0
12862.0,0.0
12842.0,0.0
12836.0,0.0
12848.0,0.0
12830.0,0.0
12824.0,0.0
12803.0,0.0
12818.0,0.0
12828.0,0.0
12824.0,0.0
12813.0,0.0
12788.0,0.0
12842.0,0.0
12810.0,0.0
12793.0,0.0
12827.0,0.0
12790.0,0.0
12794.0,0.0
12698.0,0.0
12772.0,0.0
12819.0,0.0
12819.0,0.0
12888.0,0.0
12974.0,0.0
12928.0,0.0
12989.0,0.0
12959.0,0.0
13142.0,0.0
13204.0,0.0
13177.0,0.0
13079.0,0.0
12981.0,0.0
12950.0,0.0
12902.0,0.0
12867.0,0.0
12847.0,0.0
12857.0,0.0
12855.0,0.0
12858.0,0.0
12852.0,0.0
12840.0,0.0
